id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
992728624162885632,https://twitter.com/pilarw/status/992728624162885632,Sat May 05 11:32:02 +0000 2018,2018-05-05 11:32:02+00:00,pilarw,"RT @BlindWhino: “Yo, Microphone Check, One, Two what is this...” // well its  our newest #ArtAnnex installation entitled “Microphone” featu…",retweet,,ArtAnnex,,,0,,,,en,,,16,992470393767292928,BlindWhino,1638631454,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",14811607,Sat May 17 15:14:13 +0000 2008,FALSE,"Chief Indexer, Wyman Indexing: Freelance med-tech indexing and consulting. International Representative, American Society for Indexing (ASI).",2655,635,1012,60,,Pilar Wyman,7139,Eastern Time (US & Canada),http://www.wymanindexing.com,FALSE
992640719977369600,https://twitter.com/suitenation/status/992640719977369600,Sat May 05 05:42:44 +0000 2018,2018-05-05 05:42:44+00:00,suitenation,"RT @BlindWhino: “Yo, Microphone Check, One, Two what is this...” // well its  our newest #ArtAnnex installation entitled “Microphone” featu…",retweet,,ArtAnnex,,,0,,,,en,,,16,992470393767292928,BlindWhino,1638631454,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",123627996,Tue Mar 16 18:15:23 +0000 2010,FALSE,an event firm derived from the successes of the sneaker suite...,3,199,38,4,.. nation wide .,Suite Nation,814,,http://suitenation.co,FALSE
992529925524647941,https://twitter.com/lpkatz/status/992529925524647941,Fri May 04 22:22:29 +0000 2018,2018-05-04 22:22:29+00:00,lpkatz,"RT @BlindWhino: “Yo, Microphone Check, One, Two what is this...” // well its  our newest #ArtAnnex installation entitled “Microphone” featu…",retweet,,ArtAnnex,,,0,,,,en,,,16,992470393767292928,BlindWhino,1638631454,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",211590716,Wed Nov 03 17:57:25 +0000 2010,FALSE,"Sr. Director, Research and Analysis, Digital Learning Specialist. You can't connect the dots looking forward; you can only connect them looking backwards.- SJ",1149,727,1671,38,"Maryland, USA",Lisa Katz,2403,Atlantic Time (Canada),,FALSE
992502502586306562,https://twitter.com/ayebrooke/status/992502502586306562,Fri May 04 20:33:31 +0000 2018,2018-05-04 20:33:31+00:00,ayebrooke,"RT @BlindWhino: “Yo, Microphone Check, One, Two what is this...” // well its  our newest #ArtAnnex installation entitled “Microphone” featu…",retweet,,ArtAnnex,,,0,,,,en,,,16,992470393767292928,BlindWhino,1638631454,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",22021863,Thu Feb 26 15:38:10 +0000 2009,FALSE,"The Tangi of the Tangi Chronicles review series... Tweeting live from a city near you!  #staytuned
Instagram -TangilinaJolie
FB - Tangi Chronicles",4193,1326,949,32,The Nation's Cap,Gasolina Jolie,88202,Central Time (US & Canada),http://tangichronicles.blogspot.com,FALSE
992499210951036928,https://twitter.com/DavidMO33803629/status/992499210951036928,Fri May 04 20:20:26 +0000 2018,2018-05-04 20:20:26+00:00,DavidMO33803629,"RT @BlindWhino: “Yo, Microphone Check, One, Two what is this...” // well its  our newest #ArtAnnex installation entitled “Microphone” featu…",retweet,,ArtAnnex,,,0,,,,en,,,16,992470393767292928,BlindWhino,1638631454,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",919968373244612610,Mon Oct 16 16:48:47 +0000 2017,FALSE,,635,210,646,0,"Newport News, VA",David MOSES,7574,,,FALSE
992493984797818881,https://twitter.com/ianeyecan/status/992493984797818881,Fri May 04 19:59:40 +0000 2018,2018-05-04 19:59:40+00:00,ianeyecan,"RT @BlindWhino: “Yo, Microphone Check, One, Two what is this...” // well its  our newest #ArtAnnex installation entitled “Microphone” featu…",retweet,,ArtAnnex,,,0,,,,en,,,16,992470393767292928,BlindWhino,1638631454,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",17841076,Wed Dec 03 16:53:49 +0000 2008,FALSE,..the most known unknown.,12,3158,643,75,"Washington, DC",iCan,48130,Eastern Time (US & Canada),http://suitenation.co,FALSE
992493365651533824,https://twitter.com/TragicallySkip/status/992493365651533824,Fri May 04 19:57:12 +0000 2018,2018-05-04 19:57:12+00:00,TragicallySkip,"RT @BlindWhino: “Yo, Microphone Check, One, Two what is this...” // well its  our newest #ArtAnnex installation entitled “Microphone” featu…",retweet,,ArtAnnex,,,0,,,,en,,,16,992470393767292928,BlindWhino,1638631454,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1222026794,Tue Feb 26 15:01:03 +0000 2013,FALSE,,3315,44,207,3,,Tragically Skip,1060,Eastern Time (US & Canada),,FALSE
992484080284561410,https://twitter.com/juggaknots/status/992484080284561410,Fri May 04 19:20:18 +0000 2018,2018-05-04 19:20:18+00:00,juggaknots,"RT @BlindWhino: “Yo, Microphone Check, One, Two what is this...” // well its  our newest #ArtAnnex installation entitled “Microphone” featu…",retweet,,ArtAnnex,,,0,,,,en,,,16,992470393767292928,BlindWhino,1638631454,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",16547171,Wed Oct 01 17:48:16 +0000 2008,FALSE,Rest in Power- Reggie Osse-PH-Sean P-Chocolate Thunder-Phife-Prince-Prodigy-JuGgs,50278,3878,2864,149,"Bronx, NY",The Juggaknots,51425,Eastern Time (US & Canada),,FALSE
992478655896006659,https://twitter.com/mADurgency/status/992478655896006659,Fri May 04 18:58:45 +0000 2018,2018-05-04 18:58:45+00:00,mADurgency,"RT @BlindWhino: “Yo, Microphone Check, One, Two what is this...” // well its  our newest #ArtAnnex installation entitled “Microphone” featu…",retweet,,ArtAnnex,,,0,,,,en,,,16,992470393767292928,BlindWhino,1638631454,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2615120190,Thu Jul 10 09:18:47 +0000 2014,FALSE,"A Full Service Ad Agency Powered by @MrChuckD featuring ""The Bomb Squad of World Illustrators """,2650,530,456,5,Worldwide,mADurgency,1904,,,FALSE
992478572228079616,https://twitter.com/MalcolmRiddle/status/992478572228079616,Fri May 04 18:58:25 +0000 2018,2018-05-04 18:58:25+00:00,MalcolmRiddle,"RT @BlindWhino: “Yo, Microphone Check, One, Two what is this...” // well its  our newest #ArtAnnex installation entitled “Microphone” featu…",retweet,,ArtAnnex,,,0,,,,en,,,16,992470393767292928,BlindWhino,1638631454,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",74632263,Wed Sep 16 02:39:18 +0000 2009,FALSE,"Administrative Strategist @mADurgency ""The Bomb Squad of World Illustrators"" @MrChuckD",7595,1043,1639,31,"Flint, NOVA, Washington D.C.",Malcolm Riddle,10277,Eastern Time (US & Canada),,FALSE
992475639507816450,https://twitter.com/HomeOfHipH0p/status/992475639507816450,Fri May 04 18:46:46 +0000 2018,2018-05-04 18:46:46+00:00,HomeOfHipH0p,"RT @BlindWhino: “Yo, Microphone Check, One, Two what is this...” // well its  our newest #ArtAnnex installation entitled “Microphone” featu…",retweet,,ArtAnnex,,,0,,,,en,,,16,992470393767292928,BlindWhino,1638631454,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1439860254,Sun May 19 01:23:54 +0000 2013,FALSE,All Information pertaining to Life will pass thru here. As Life is Art & in our case Art is Hip Hop. Keep Them Eyes & Ears Open. We just help you wit that 😎😎,7520,1088,1798,44,Worldwide,HomeOfHipHop,43696,Tijuana,,FALSE
992470393767292928,https://twitter.com/BlindWhino/status/992470393767292928,Fri May 04 18:25:55 +0000 2018,2018-05-04 18:25:55+00:00,BlindWhino,"“Yo, Microphone Check, One, Two what is this...” // well its  our newest #ArtAnnex installation entitled “Microphone” featuring Local Artist &amp; Art Teacher @ajkatzart! Our #OpenGallery Opening Reception is tomorrow from 12p-5p! Drop in and meet the artist! #BlindWhino #aCreativeDC https://t.co/exi70YujqL",original,,ArtAnnex OpenGallery BlindWhino aCreativeDC,https://twitter.com/BlindWhino/status/992470393767292928/photo/1 https://twitter.com/BlindWhino/status/992470393767292928/photo/1 https://twitter.com/BlindWhino/status/992470393767292928/photo/1 https://twitter.com/BlindWhino/status/992470393767292928/photo/1,,20,,,,en,Blind Whino,FALSE,16,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1638631454,Thu Aug 01 18:59:19 +0000 2013,FALSE,"..nestled in the heart of Southwest Washington DC is an amazing artistic gem better known as the Blind Whino SW Arts Club, a 501(c)(3) Nonprofit Organization.",2,2284,440,90,Southwest DC,Blind Whino,4343,,http://blindwhino.org,FALSE
992423647792041984,https://twitter.com/biracialbookwrm/status/992423647792041984,Fri May 04 15:20:10 +0000 2018,2018-05-04 15:20:10+00:00,biracialbookwrm,"RT @duendedistrict: Muchas gracias to @Marissa_Jae  of the @washingtonpost for this gorgeous, moving story of Duende District &amp; our partner…",retweet,,,,,0,,,,en,,,16,991674858743521280,duendedistrict,828641010435649540,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",168378890,Mon Jul 19 04:59:54 +0000 2010,FALSE,Reading + Literacy Specialist📚Globetrotter🌍 Multiracial fam👦🏿👧🏾👧🏾💃🏻 Children's Book Activist✊🏾 #SCBWI #kidlitwomen bethany@biracialbookworms.com,10697,4038,3473,61,"Alexandria, VA",Bethany M. Edwards📚,6953,Pacific Time (US & Canada),http://www.biracialbookworms.com,FALSE
